component,path,language,source_form_hint,initial_classification,status,entry_point,tapenade_options,modes,oracle,dependencies,tapenade_result,fortad_result
fortran-known-failures,todoF90/REFERENCES/v100,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"head(x,y); port head_v100_port(x_in,x_out,y)",-p|-d|-b-root-head,parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-exact-parser-forward-reverse-boundary|independent-MOD-domain-equivalence|central-difference-sweep|adjoint-identity|compiled-FortAD-bounded-forward-reverse-harness,"the exact source contains a strict-format tab and MOD has no derivative rule; the bounded port exposes x_out and claims only the open interval 0.2 < x_in(1) < 0.4",pass-fresh-parser-tangent-reverse-generation-strict-compile,exact-parser-transform-strict-compile-forward-reverse-refusal-bounded-forward-reverse-transform-compile-runtime
fortran-known-failures,todoF90/REFERENCES/v101,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"head(x,y); port head_v101(x,y)","-association byaddress -vars x -outvars y|-p|-d|-b",parser|forward|reverse,strict-compiler|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-exact-parser-forward-reverse-refusal|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|compiled-FortAD-bounded-forward-reverse-harness,"the exact routine allocates and deallocates a local rank-one array; the bounded port specializes the normal allocated fixed-size a(2) path and does not claim allocation failure or unallocated-state behavior",pass-fresh-parser-tangent-reverse-generation-strict-compile,exact-parser-forward-reverse-refusal-bounded-forward-reverse-transform-compile-runtime
fortran-known-failures,todoF90/REFERENCES/v144,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"head(a,b,c,resu); F(t,u) helper",-p|-d|-b-root-head,parser|forward|reverse,independent-strict-gfortran-compiler-diagnostic|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-diagnostic-and-no-output|upstream-source-and-fresh-output-SHA-256-contract,"external array-valued F is called through an implicit interface with a scalar actual for rank-1 u; repairing the interface or rank mismatch would change the candidate",pass-fresh-parser-tangent-reverse-generation-strict-compile-refusal,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v270,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"simtest1.solvereal(this,c)","-p|-d|-b-root-solvereal -nolib -ext REFERENCES/v270/NoInlineABS",parser|forward|reverse,strict-compiler-diagnostic|fresh-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-diagnostic|pinned-source-SHA-256-contract,"the pinned source and stored references use legacy REAL*8 and INTEGER*4 declarations; fresh derivatives fail the same strict boundary and exact FortAD refuses the allocatable component",pass-fresh-parser-tangent-reverse-generation-expected-refusal-strict-compile,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v322,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"solvereal(this,c); private qcalc(this,Cmob)","-nolib -p|-d|-b-root-solvereal",parser|forward|reverse,strict-gfortran-compiler-diagnostic|legacy-gfortran-reference-dependency-diagnostic|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-diagnostic-and-no-output|upstream-source-checksum-contract,"program sources use legacy REAL*8/INTEGER*4 and the stored reverse requires absent admm_tapenade_interface.mod; no standard-conforming repair preserves the candidate",pass-fresh-parser-tangent-reverse-generation-expected-refusal-strict-compile,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v377,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"test(ce,rank); main",-p|-d|-b-root-test,parser|forward|reverse,strict-mpifort-compile-of-exact-and-stored-sources|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-boundary|independent-MPI-communication-safety-model|upstream-source-sha256-contract,"MPI_SEND has an explicit-interface argument-count/rank mismatch and the remaining communication graph targets invalid/inactive ranks; repairing it would change the candidate",pass-fresh-parser-tangent-reverse-generation-expected-refusal-strict-compile,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v385,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"fonctiontTest(buf,resultat)",-p|-d|-b-root-fonctiontTest,parser|forward|reverse,strict-mpifort-exact-and-stored-source-boundary|fresh-Tapenade-parser-tangent-reverse-compile|FortAD-exact-parser-forward-reverse-boundary|independent-finite-difference-and-tangent-reverse-arithmetic-oracle|upstream-source-sha256-contract,"the exact source uses REAL*8, couples allocatable arrays to MPI initialization and MPI_ISEND, and has no standard-conforming MPI polling contract",pass-fresh-Tapenade-parser-tangent-reverse-generation-strict-compile,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v402,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"timeloop(k); f(a); g(a)",-p|-d|-b-root-timeloop,parser|forward|reverse,strict-gfortran-compiler-diagnostics|independent-source-call-arity-and-dependency-oracle|fresh-pinned-Tapenade-generation-plus-strict-compilation|FortAD-exact-parser-forward-reverse-diagnostic-and-no-output|pinned-source-checksums,"the main program calls timeloop without k; REAL*8 is nonstandard; stored reverse needs absent DIFFSIZES",pass-fresh-Tapenade-parser-tangent-reverse-generation-expected-refusal-strict-compile,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v412,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"top(x,y); helpers f0-f7",-association-byaddress|-p|-d|-b-root-top,parser|forward|reverse,independent-strict-gfortran-compiler-diagnostic|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-refusal-and-no-output|pinned-source-SHA-256-contract,"mixed REAL/DOUBLE PRECISION implicit-interface calls and undeclared external undef; stored derivative has generated declaration defects",pass-fresh-pinned-Tapenade-parser-tangent-reverse-generation-strict-compile-refusal,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v413,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"f4(t,ss,hr)",-p|-d|-b-root-f4,parser|forward|reverse,strict-gfortran-compile-of-exact-and-stored-forward-source|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-boundary|independent-undefined-local-state-model|upstream-source-sha256-contract,"local mt is read before assignment, so the exact procedure has no defined numerical value",pass-fresh-Tapenade-parser-tangent-reverse-generation-strict-compile-with-undefined-local-warning,expected-refusal-exact-parser-forward-reverse-unsupported-return-statement
fortran-known-failures,todoF90/REFERENCES/v414,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"example3.addvector(a,b)",-association-byaddress|-p|-d|-b-root-addvector,parser|forward|reverse,strict-compiler-for-exact-primal-and-stored-tangent|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-generation-and-strict-compilation-boundary|independent-x-component-finite-difference-JVP|independent-x-component-adjoint-identity,"the exact source leaves addvector%y undefined; FortAD lacks the private derived-type context in generated outputs",pass-fresh-Tapenade-parser-tangent-reverse-generation-strict-compile,generation-success-strict-compile-refusal-for-parser-forward-reverse
fortran-known-failures,todoF90/REFERENCES/v415,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"calc_force(geom,prop,obj,acc)",-p/-d/-b-root-calc_force|Options,parser|forward|reverse,strict-compiler|fresh-pinned-Tapenade-generation-and-strict-compile|FortAD-exact-parser-forward-reverse-boundary|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|upstream-source-sha256-contract,"stored program_d is invalid; exact derived types contain allocatable components and FortAD stops before transformation",pass-fresh-Tapenade-parser-tangent-reverse-generation-strict-compile,expected-refusal-exact-parser-forward-reverse-no-output
fortran-known-failures,todoF90/REFERENCES/v416,fortran,free,historical Fortran issue and expected-failure references,runnable-ported,"precechcin(x,y,nm_ha,Tm_ha); port set01_v416(x,y,nm_ha,Tm_ha)",-association byaddress|-p|-d|-b-root-precechcin,parser|forward|reverse,strict-gfortran exact-source and stored-reference boundary|fresh pinned Tapenade parser/tangent/reverse generation and strict compilation|FortAD exact parser/forward/reverse transform and generated-source compilation|independent matrix recurrence finite-difference and JVP/VJP adjoint oracle|pinned-source SHA-256 contract,"exact source has declaration-order failure; bounded port changes only declaration order and states nm_ha >= 2 with finite nonzero Tm_ha",pass-fresh-Tapenade-parser-tangent-reverse-generation-strict-compile,exact-parser-transform-strict-compile-refusal; exact-forward-reverse-pass
fortran-known-failures,todoF90/REFERENCES/v417,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"calc_force(geom,prop,obj,acc)",-association byaddress|-p/-d/-b -root calc_force,parser|forward|reverse,strict-compiler|fresh-pinned-Tapenade-generation-and-strict-compile|FortAD-exact-parser-forward-reverse-boundary|independent-hand-JVP-VJP|central-difference-sweep|adjoint-identity|upstream-source-sha256-contract,"exact derived types contain allocatable components; FortAD stops at the allocatable declaration",pass-fresh-Tapenade-parser-tangent-reverse-generation-strict-compile,expected-refusal-exact-parser-forward-reverse-no-output
fortran-known-failures,todoF90/REFERENCES/v418,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"anneau; msg1(val1,val2,...); msg2(val1,val2,...)",-association byaddress|-p|-d|-b-root-msg1|-root-msg2,parser|forward|reverse,strict-mpifort-compile-of-exact-and-stored-references|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-strict-compilation|FortAD-exact-parser-forward-reverse-behavior-for-both-MPI-roots|independent-ring-transfer-finite-difference-JVP-and-adjoint-identity|upstream-source-SHA-256-contract,"exact MPI calls have historical extra status arguments and topd lacks real4rdtype; repairing communication or declaring the datatype changes the candidate",pass-fresh-parser-tangent-reverse-generation-parser-strict-refusal-tangent-reverse-strict-compile,not-run-invalid-upstream-source
fortran-known-failures,todoF90/REFERENCES/v419,fortran,free,historical Fortran issue and expected-failure references,expected-refusal,"ROOT(X); program MAIN",-head root -context -association byaddress|-p/-d/-b-root-ROOT,parser|forward|reverse,strict-compiler-diagnostics|fresh-pinned-Tapenade-parser-tangent-reverse-generation-and-strict-compile|FortAD-exact-parser-forward-reverse-refusal|independent-numeric-prefix-and-undefined-read-semantic-oracle|upstream-source-SHA-256-contract,"SUM is applied to assumed-size X and allocated-but-unassigned state is read; repairing bounds or allocation changes the candidate",pass-fresh-Tapenade-parser-tangent-reverse-generation-strict-compile-refusal,exact-parser-forward-reverse-refusal-at-allocatable-context
fortran-known-failures,todoF90/REFERENCES/v420,fortran,free,historical Fortran issue and expected-failure references,runnable-ported,"g(u,v); port v420(u,v)",-association byaddress,forward|reverse,hand|central-difference-sweep|adjoint-identity,none,pass-parser-and-generated-compile,pass-transform-compile-runtime
fortran-known-failures,todoF90/REFERENCES/v421,fortran,free,historical Fortran issue and expected-failure references,unsupported-invalid-upstream-fortran,"top(x,y); helper g(z,u)",-association byaddress|-p/-d/-b-root-top,parser|forward|reverse,strict-compiler|fresh-pinned-Tapenade-generation-and-strict-compile|FortAD-exact-parser-forward-reverse-boundary|independent-legal-domain-JVP-VJP|central-difference-sweep|adjoint-identity|invalid-actual-shape-semantic-check|upstream-source-sha256-contract,"top passes a length-one array constructor to a dimension(2) dummy; changing the actual would change the exact candidate",pass-fresh-Tapenade-parser-tangent-reverse-generation-strict-compile-refusal,not-run-invalid-upstream-source
